loan_id,gender,ageGroup,effortRate,savingsRate,distCrime,expenses,age,account_id,date,amount,duration,payments,status
7164,male,adult,16.67,-6.58,4.81,28075,32,10613,1998-08-15,249792,48,5204,
5304,male,adult,16.34,-10.96,5.94,41566,54,1718,1998-08-20,172272,24,7178,
5561,female,adult,16.67,-19.49,5.03,44984,44,2910,1998-08-29,437460,60,7291,
5520,female,adult,10.73,-4.99,4.83,42325,19,2699,1998-08-30,231168,48,4816,
5241,male,adult,54.04,-343.28,8.39,37659,57,1389,1998-09-02,125472,24,5228,
7096,female,adult,36.81,-521.24,3.2,50033,32,10257,1998-09-02,37812,12,3151,
6078,male,adult,7.87,-3.03,6.33,43031,27,5283,1998-09-09,170832,48,3559,
5046,female,adult,51.04,-90.67,8.35,9762,56,349,1998-09-09,42816,12,3568,
5334,male,adult,48.41,-48.66,15.34,18039,18,1876,1998-09-10,209040,24,8710,
6969,female,adult,16.67,-4.59,5.14,12926,52,9673,1998-09-12,88200,36,2450,
6821,male,adult,51.51,-71.72,15.34,15655,40,9037,1998-09-15,321936,48,6707,
5760,male,adult,16.59,-232.92,15.34,39670,55,3862,1998-09-18,74916,36,2081,
5614,female,adult,16.66,-10.49,8.08,23792,46,3137,1998-09-21,253560,60,4226,
7091,male,adult,38.18,-752.37,4.25,67204,41,10243,1998-09-22,113436,36,3151,
5698,female,adult,16.67,8.63,4.29,13061,46,3556,1998-09-22,174840,60,2914,
5169,male,adult,50.46,-171.76,3.86,18507,61,1068,1998-09-24,253200,60,4220,
7294,female,adult,8.04,1.19,9.64,18435,18,11327,1998-09-27,39168,24,1632,
5318,female,adult,93.47,-409.67,4.28,35768,18,1808,1998-09-30,385584,48,8033,
5368,male,adult,10.77,-10.41,4.5,17214,40,2073,1998-10-05,44640,24,1860,
6923,male,adult,10.77,-10.99,4.5,17314,40,9433,1998-10-05,44640,24,1860,
5463,female,adult,9.52,-15.81,7.11,16710,43,2413,1998-10-06,17952,12,1496,
5265,male,adult,32.34,-246.97,3.86,26882,46,1498,1998-10-07,165780,60,2763,
6321,female,adult,32.34,-18.87,9.64,8584,33,6505,1998-10-08,38496,12,3208,
5226,male,adult,58.76,-96.88,4.82,12116,58,1318,1998-10-11,185544,36,5154,
6868,male,adult,16.67,11.52,3.73,14742,28,9208,1998-10-12,82128,24,3422,
4967,male,adult,62.1,-287.48,4.4,27810,45,37,1998-10-14,318480,60,5308,
5293,male,adult,16.67,-24.06,7.07,25481,57,1656,1998-10-29,189792,48,3954,
5865,female,adult,60.91,-305.8,6.38,30919,55,4354,1998-10-30,327660,60,5461,
5841,female,adult,35.1,-71.76,4.75,13624,31,4268,1998-11-04,41988,12,3499,
5526,male,adult,9.55,-19.24,3.86,22212,50,2725,1998-11-08,69624,36,1934,
6852,female,adult,2.38,-4.51,8.42,14307,32,9140,1998-11-10,16032,48,334,
6469,female,adult,16.66,8.18,9.64,18742,26,7180,1998-11-17,99744,24,4156,
6168,male,adult,21.98,-204.59,15.34,35443,53,5698,1998-11-21,99216,36,2756,
7292,male,adult,64.63,-691.9,4.15,59542,22,11317,1998-11-22,317460,60,5291,
5036,female,adult,9.93,-21.48,7.26,21364,24,309,1998-11-25,91248,48,1901,
5644,female,adult,16.67,-1.86,15.34,39197,33,3293,1998-11-27,276084,36,7669,
6856,male,adult,50.59,-128.39,5.16,15945,60,9156,1998-12-01,163332,36,4537,
5428,male,adult,74.38,-605.4,6.44,54255,47,2262,1998-12-02,230220,36,6395,
5027,male,adult,16.66,-14.04,6.38,26118,26,276,1998-12-02,160920,36,4470,
4989,female,adult,80.71,-142.7,4.5,14747,47,105,1998-12-05,352704,48,7348,
5221,male,adult,50.05,-346.47,4.81,34659,53,1284,1998-12-05,52512,12,4376,
6402,male,adult,16.67,-2.54,7.49,29943,28,6922,1998-12-06,139488,24,5812,
5346,male,adult,16.67,-9.95,7.0,12971,49,1928,1998-12-06,55632,24,2318,
6748,female,adult,23.72,-25.49,3.73,17230,48,8645,1998-12-08,240900,60,4015,
